
time;gFx;gFy;gFz;wx;wy;wz;Bx;By;Bz;
3.236969;-0.1225;0.2844;0.8918;-0.4230;0.6462;-0.6242;17.2875;-3.6188;-36.3000;
3.271176;-0.1225;0.2844;0.8918;-0.4230;0.6462;-0.6242;17.2875;-3.6188;-36.3000;
3.273080;-0.1225;0.2844;0.8918;0.6543;-0.2930;-0.1219;17.2875;-3.6188;-36.3000;
3.274561;0.0157;0.2682;0.5920;0.6543;-0.2930;-0.1219;17.2875;-3.6188;-36.3000;
3.338052;0.0157;0.2682;0.5920;0.6543;-0.2930;-0.1219;16.0688;-5.7000;-35.6813;
3.348882;0.0157;0.2682;0.5920;0.6543;-0.2930;-0.1219;16.0688;-5.7000;-35.6813;
3.350399;-0.0230;0.3644;0.5701;0.6543;-0.2930;-0.1219;16.0688;-5.7000;-35.6813;
3.351993;-0.0230;0.3644;0.5701;0.5284;-0.3622;-0.6772;16.0688;-5.7000;-35.6813;
3.353656;-0.0230;0.3644;0.5701;0.5284;-0.3622;-0.6772;16.0688;-5.7000;-35.6813;
3.386200;-0.0230;0.3644;0.5701;0.5284;-0.3622;-0.6772;16.0688;-5.7000;-35.6813;
3.388484;-0.0230;0.3644;0.5701;0.5284;-0.3622;-0.6772;16.4438;-5.4000;-36.2625;
3.428896;-0.0230;0.3644;0.5701;0.3464;0.4061;-0.5753;16.4438;-5.4000;-36.2625;
3.431109;-0.0729;0.4429;0.6668;0.3464;0.4061;-0.5753;16.4438;-5.4000;-36.2625;
3.438824;-0.0729;0.4429;0.6668;0.3464;0.4061;-0.5753;17.9438;-5.1188;-36.7500;
3.475139;-0.0729;0.4429;0.6668;0.3464;0.4061;-0.5753;17.9438;-5.1188;-36.7500;
3.476779;-0.0830;0.5377;1.0751;0.3464;0.4061;-0.5753;17.9438;-5.1188;-36.7500;
3.478028;-0.0830;0.5377;1.0751;-0.3626;0.2487;-0.4804;17.9438;-5.1188;-36.7500;
3.479081;-0.0830;0.5377;1.0751;-0.3626;0.2487;-0.4804;17.9438;-5.1188;-36.7500;
3.508507;-0.0830;0.5377;1.0751;-0.3626;0.2487;-0.4804;17.9438;-5.1188;-36.7500;
3.538752;-0.0830;0.5377;1.0751;-0.3626;0.2487;-0.4804;17.7375;-4.1625;-36.6188;
3.552168;-0.0830;0.5377;1.0751;-0.8023;-0.0760;-0.4649;17.7375;-4.1625;-36.6188;
3.555187;-0.2683;0.5706;1.3139;-0.8023;-0.0760;-0.4649;17.7375;-4.1625;-36.6188;
3.587194;-0.2683;0.5706;1.3139;-0.8023;-0.0760;-0.4649;17.7375;-4.1625;-36.6188;
3.588748;-0.2683;0.5706;1.3139;-0.8023;-0.0760;-0.4649;17.7375;-4.1625;-36.6188;
3.589355;-0.2683;0.5706;1.3139;-0.8023;-0.0760;-0.4649;17.3813;-1.4250;-37.1063;
3.629092;-0.1263;0.4136;1.1783;-0.8023;-0.0760;-0.4649;17.3813;-1.4250;-37.1063;
3.631790;-0.1263;0.4136;1.1783;-0.8023;-0.0760;-0.4649;17.3813;-1.4250;-37.1063;
3.633029;-0.1263;0.4136;1.1783;-0.6771;-0.0232;0.2385;17.3813;-1.4250;-37.1063;
3.638359;-0.1263;0.4136;1.1783;-0.6771;-0.0232;0.2385;15.7500;-2.7188;-37.8563;
3.666592;-0.0729;0.4208;0.8047;-0.6771;-0.0232;0.2385;15.7500;-2.7188;-37.8563;
3.668860;-0.0729;0.4208;0.8047;-0.5333;-0.2415;-0.2585;15.7500;-2.7188;-37.8563;
3.710345;-0.0729;0.4208;0.8047;-0.5333;-0.2415;-0.2585;15.7500;-2.7188;-37.8563;
3.712655;-0.0729;0.4208;0.8047;-0.5333;-0.2415;-0.2585;15.7500;-2.7188;-37.8563;
3.739193;-0.0729;0.4208;0.8047;-0.5333;-0.2415;-0.2585;17.4750;0.1875;-39.2812;
3.753818;-0.0729;0.4208;0.8047;0.4224;-0.3039;-0.3668;17.4750;0.1875;-39.2812;
