
time;gFx;gFy;gFz;wx;wy;wz;
12.728;0,07;0,17;1,26;0,09;0,14;0,12;
12.729;0,07;0,17;1,26;0,16;0,25;0,12;
12.73;0,07;0,19;1,26;0,16;0,25;0,12;
12.734;0,07;0,19;1,26;0,23;0,34;0,10;
12.735;0,08;0,20;1,26;0,23;0,34;0,10;
12.739;0,07;0,20;1,25;0,23;0,34;0,10;
12.739;0,07;0,20;1,25;0,30;0,42;0,07;
12.74;0,07;0,20;1,25;0,37;0,50;0,03;
12.74;0,06;0,20;1,24;0,37;0,50;0,03;
12.743;0,04;0,19;1,22;0,37;0,50;0,03;
12.744;0,04;0,19;1,22;0,44;0,56;0,01;
12.747;0,02;0,20;1,19;0,44;0,56;0,01;
12.748;0,02;0,20;1,19;0,49;0,61;-0,01;
12.748;-0,00;0,21;1,17;0,49;0,61;-0,01;
12.749;-0,00;0,21;1,17;0,54;0,65;-0,03;
12.756;-0,00;0,21;1,17;0,57;0,66;-0,04;
12.757;-0,02;0,20;1,12;0,57;0,66;-0,04;
12.757;-0,03;0,19;1,08;0,57;0,66;-0,04;
12.758;-0,03;0,19;1,08;0,58;0,65;-0,04;
12.758;-0,06;0,19;1,05;0,58;0,65;-0,04;
12.759;-0,06;0,19;1,05;0,57;0,61;-0,04;
12.759;-0,06;0,19;1,05;0,55;0,56;-0,03;
12.76;-0,07;0,18;1,04;0,55;0,56;-0,03;
12.76;-0,07;0,18;1,03;0,55;0,56;-0,03;
12.76;-0,07;0,18;1,03;0,53;0,49;-0,02;
12.761;-0,07;0,18;1,03;0,50;0,41;-0,02;
12.762;-0,07;0,19;1,04;0,50;0,41;-0,02;
12.762;-0,07;0,19;1,04;0,50;0,41;-0,02;
12.762;-0,07;0,19;1,04;0,48;0,32;-0,00;
12.767;-0,07;0,19;1,03;0,48;0,32;-0,00;
12.767;-0,07;0,19;1,03;0,48;0,23;0,01;
12.768;-0,07;0,19;1,03;0,47;0,13;0,02;
12.768;-0,06;0,19;1,03;0,47;0,13;0,02;
12.769;-0,04;0,19;1,03;0,47;0,13;0,02;
12.77;-0,04;0,19;1,03;0,46;0,03;0,03;
12.777;-0,02;0,19;1,02;0,46;0,03;0,03;
12.777;-0,02;0,19;1,02;0,46;-0,07;0,04;
12.777;-0,02;0,19;1,02;0,46;-0,16;0,05;
12.778;-0,01;0,18;1,01;0,46;-0,16;0,05;
12.779;-0,01;0,18;1,01;0,45;-0,25;0,05;
12.78;-0,00;0,17;0,99;0,45;-0,25;0,05;
12.793;-0,00;0,17;0,99;0,43;-0,31;0,05;
12.794;0,01;0,17;0,99;0,43;-0,31;0,05;
12.794;0,02;0,17;0,99;0,43;-0,31;0,05;
12.795;0,02;0,17;0,99;0,41;-0,36;0,05;
12.795;0,03;0,18;1,00;0,41;-0,36;0,05;
12.795;0,03;0,18;1,00;0,39;-0,40;0,04;
12.796;0,04;0,19;1,01;0,39;-0,40;0,04;
12.796;0,04;0,19;1,01;0,37;-0,41;0,04;
12.796;0,05;0,19;1,02;0,37;-0,41;0,04;
12.796;0,05;0,19;1,02;0,33;-0,42;0,03;
12.796;0,05;0,19;1,02;0,31;-0,41;0,03;
12.797;0,05;0,20;1,02;0,31;-0,41;0,03;
12.797;0,05;0,20;1,03;0,31;-0,41;0,03;
12.797;0,05;0,20;1,04;0,31;-0,41;0,03;
12.798;0,05;0,20;1,04;0,30;-0,41;0,02;
12.798;0,05;0,20;1,04;0,28;-0,40;0,02;
12.8;0,05;0,20;1,04;0,27;-0,38;0,02;
12.8;0,06;0,21;1,06;0,27;-0,38;0,02;
12.802;0,06;0,21;1,06;0,26;-0,36;0,02;
12.802;0,05;0,19;1,07;0,26;-0,36;0,02;
12.805;0,05;0,19;1,08;0,26;-0,36;0,02;
12.806;0,05;0,19;1,08;0,26;-0,35;0,02;
12.807;0,05;0,19;1,09;0,26;-0,35;0,02;
12.807;0,05;0,19;1,09;0,26;-0,32;0,02;
12.81;0,05;0,19;1,09;0,27;-0,29;0,03;
12.811;0,05;0,19;1,11;0,27;-0,29;0,03;
12.817;0,05;0,19;1,11;0,28;-0,26;0,03;
12.818;0,04;0,18;1,11;0,28;-0,26;0,03;
12.818;0,04;0,18;1,13;0,28;-0,26;0,03;
12.818;0,04;0,18;1,13;0,29;-0,22;0,04;
12.819;0,04;0,18;1,13;0,31;-0,18;0,05;
12.819;0,04;0,18;1,14;0,31;-0,18;0,05;
12.819;0,04;0,18;1,14;0,32;-0,12;0,05;
12.82;0,04;0,18;1,15;0,32;-0,12;0,05;
12.822;0,04;0,18;1,15;0,35;-0,07;0,06;
12.822;0,03;0,17;1,16;0,35;-0,07;0,06;
12.824;0,03;0,17;1,16;0,36;-0,02;0,07;
12.825;0,03;0,17;1,17;0,36;-0,02;0,07;
12.826;0,03;0,17;1,17;0,39;0,04;0,07;
12.827;0,03;0,17;1,17;0,39;0,04;0,07;
12.829;0,02;0,17;1,17;0,39;0,04;0,07;
12.83;0,02;0,17;1,17;0,41;0,09;0,08;
12.832;0,01;0,17;1,18;0,41;0,09;0,08;
12.832;0,01;0,17;1,18;0,45;0,13;0,09;
12.834;0,01;0,17;1,18;0,48;0,17;0,09;
12.835;0,00;0,17;1,17;0,48;0,17;0,09;
12.837;-0,00;0,17;1,17;0,48;0,17;0,09;
12.838;-0,00;0,17;1,17;0,50;0,20;0,10;
12.839;-0,00;0,17;1,17;0,54;0,23;0,12;
12.839;-0,01;0,17;1,18;0,54;0,23;0,12;
12.842;-0,01;0,17;1,18;0,57;0,25;0,13;
12.842;-0,02;0,17;1,18;0,57;0,25;0,13;
12.842;-0,02;0,17;1,18;0,60;0,28;0,14;
12.843;-0,02;0,17;1,18;0,60;0,28;0,14;
12.845;-0,02;0,17;1,19;0,60;0,28;0,14;
12.846;-0,02;0,17;1,19;0,64;0,31;0,15;
12.848;-0,02;0,17;1,19;0,69;0,33;0,16;
12.848;-0,03;0,17;1,18;0,69;0,33;0,16;
12.854;-0,03;0,17;1,18;0,73;0,36;0,18;
12.854;-0,03;0,17;1,17;0,73;0,36;0,18;
12.855;-0,03;0,17;1,17;0,77;0,37;0,19;
12.855;-0,03;0,17;1,16;0,77;0,37;0,19;
12.856;-0,02;0,17;1,14;0,77;0,37;0,19;
12.856;-0,02;0,17;1,14;0,82;0,38;0,20;
12.858;-0,02;0,17;1,14;0,86;0,39;0,21;
12.858;-0,01;0,17;1,11;0,86;0,39;0,21;
12.863;-0,01;0,18;1,08;0,86;0,39;0,21;
12.863;-0,01;0,18;1,08;0,90;0,39;0,22;
12.873;-0,01;0,18;1,08;0,93;0,38;0,23;
12.874;-0,00;0,19;1,06;0,93;0,38;0,23;
12.875;0,01;0,19;1,03;0,93;0,38;0,23;
12.875;0,01;0,21;1,01;0,93;0,38;0,23;
12.875;0,01;0,21;1,01;0,96;0,38;0,23;
12.876;0,02;0,23;0,98;0,96;0,38;0,23;
12.876;0,02;0,23;0,98;0,99;0,38;0,24;
12.877;0,02;0,23;0,98;1,00;0,37;0,24;
12.877;0,02;0,23;0,98;1,01;0,37;0,23;
12.878;0,03;0,23;0,95;1,01;0,37;0,23;
12.894;0,03;0,25;0,93;1,01;0,37;0,23;
12.895;0,04;0,27;0,89;1,01;0,37;0,23;
12.895;0,04;0,27;0,89;1,01;0,36;0,22;
12.896;0,04;0,27;0,89;1,00;0,35;0,22;
12.896;0,04;0,27;0,89;0,99;0,33;0,21;
12.896;0,04;0,28;0,87;0,99;0,33;0,21;
12.896;0,04;0,28;0,87;0,97;0,31;0,21;
12.897;0,04;0,29;0,84;0,97;0,31;0,21;
12.897;0,04;0,29;0,84;0,94;0,28;0,20;
12.897;0,04;0,30;0,83;0,94;0,28;0,20;
12.897;0,04;0,30;0,83;0,90;0,25;0,20;
12.898;0,04;0,31;0,82;0,90;0,25;0,20;
12.898;0,04;0,31;0,81;0,90;0,25;0,20;
12.899;0,04;0,31;0,81;0,86;0,23;0,19;
12.899;0,04;0,32;0,80;0,86;0,23;0,19;
12.899;0,04;0,32;0,80;0,82;0,22;0,19;
12.9;0,04;0,32;0,80;0,78;0,21;0,18;
12.9;0,04;0,32;0,80;0,78;0,21;0,18;
12.902;0,03;0,32;0,79;0,78;0,21;0,18;
12.903;0,03;0,32;0,79;0,73;0,21;0,18;
12.903;0,03;0,32;0,79;0,69;0,22;0,18;
12.903;0,03;0,32;0,79;0,69;0,22;0,18;
12.905;0,03;0,32;0,79;0,64;0,24;0,18;
12.905;0,02;0,32;0,79;0,64;0,24;0,18;
12.908;0,02;0,32;0,80;0,64;0,24;0,18;
12.908;0,02;0,32;0,80;0,59;0,25;0,18;
12.909;0,02;0,32;0,80;0,54;0,28;0,17;
12.909;0,01;0,31;0,80;0,54;0,28;0,17;
12.912;0,01;0,31;0,80;0,49;0,31;0,18;
12.912;0,00;0,31;0,81;0,49;0,31;0,18;
12.916;0,00;0,31;0,81;0,43;0,34;0,18;
12.917;-0,01;0,30;0,82;0,43;0,34;0,18;
12.918;-0,01;0,30;0,82;0,38;0,36;0,19;
12.918;-0,02;0,30;0,84;0,38;0,36;0,19;
12.92;-0,03;0,29;0,85;0,38;0,36;0,19;
12.92;-0,03;0,29;0,85;0,33;0,39;0,19;
12.923;-0,03;0,29;0,85;0,27;0,41;0,20;
12.923;-0,04;0,28;0,86;0,27;0,41;0,20;
12.925;-0,06;0,27;0,89;0,27;0,41;0,20;
12.925;-0,06;0,27;0,89;0,22;0,43;0,21;
12.928;-0,06;0,27;0,89;0,18;0,44;0,22;
12.928;-0,07;0,26;0,91;0,18;0,44;0,22;
12.934;-0,07;0,26;0,91;0,13;0,45;0,23;
12.935;-0,08;0,25;0,92;0,13;0,45;0,23;
12.936;-0,08;0,25;0,92;0,10;0,45;0,25;
12.936;-0,09;0,24;0,95;0,10;0,45;0,25;
12.936;-0,09;0,24;0,95;0,06;0,44;0,26;
12.937;-0,09;0,23;0,97;0,06;0,44;0,26;
12.937;-0,09;0,23;0,97;0,03;0,44;0,28;
12.938;-0,08;0,23;0,99;0,03;0,44;0,28;
12.94;-0,08;0,23;0,99;-0,00;0,43;0,30;
12.94;-0,07;0,22;1,00;-0,00;0,43;0,30;
12.943;-0,05;0,20;1,02;-0,00;0,43;0,30;
12.944;-0,05;0,20;1,02;-0,02;0,42;0,32;
12.945;-0,03;0,18;1,03;-0,02;0,42;0,32;
12.945;-0,03;0,18;1,03;-0,03;0,40;0,34;
12.948;-0,02;0,17;1,04;-0,03;0,40;0,34;
12.949;-0,02;0,17;1,04;-0,04;0,39;0,35;
12.951;-0,02;0,17;1,04;-0,05;0,38;0,35;
12.952;-0,01;0,16;1,06;-0,05;0,38;0,35;
12.953;-0,01;0,16;1,06;-0,05;0,38;0,35;
12.953;-0,00;0,15;1,07;-0,05;0,38;0,35;
12.957;-0,00;0,15;1,07;-0,05;0,38;0,34;
12.958;0,00;0,15;1,09;-0,05;0,38;0,34;
12.958;-0,00;0,14;1,12;-0,05;0,38;0,34;
12.959;-0,00;0,14;1,12;-0,04;0,40;0,32;
12.962;-0,00;0,14;1,12;-0,04;0,43;0,30;
12.963;-0,01;0,13;1,14;-0,04;0,43;0,30;
12.974;-0,01;0,13;1,14;-0,03;0,46;0,28;
12.974;-0,02;0,12;1,15;-0,03;0,46;0,28;
12.976;-0,02;0,12;1,16;-0,03;0,46;0,28;
12.977;-0,02;0,12;1,16;-0,01;0,49;0,27;
12.977;-0,02;0,12;1,16;0,01;0,52;0,25;
12.978;-0,03;0,11;1,16;0,01;0,52;0,25;
12.978;-0,03;0,11;1,16;0,04;0,54;0,23;
12.978;-0,03;0,10;1,17;0,04;0,54;0,23;
12.979;-0,03;0,10;1,17;0,07;0,55;0,22;
12.979;-0,03;0,09;1,16;0,07;0,55;0,22;
12.979;-0,03;0,09;1,16;0,10;0,55;0,21;
12.98;-0,03;0,09;1,16;0,13;0,54;0,20;
12.98;-0,03;0,09;1,15;0,13;0,54;0,20;
12.981;-0,03;0,08;1,13;0,13;0,54;0,20;
12.981;-0,03;0,08;1,13;0,16;0,52;0,19;
12.981;-0,03;0,07;1,12;0,16;0,52;0,19;
12.998;-0,04;0,06;1,11;0,16;0,52;0,19;
12.999;-0,04;0,06;1,11;0,19;0,50;0,18;
12.999;-0,04;0,06;1,11;0,22;0,48;0,17;
12.999;-0,04;0,05;1,09;0,22;0,48;0,17;
13.0;-0,04;0,05;1,09;0,25;0,47;0,17;
13.0;-0,04;0,04;1,08;0,25;0,47;0,17;
13.0;-0,04;0,04;1,08;0,27;0,47;0,16;
13.0;-0,05;0,04;1,07;0,27;0,47;0,16;
13.001;-0,05;0,04;1,07;0,28;0,46;0,15;
13.001;-0,05;0,03;1,06;0,28;0,46;0,15;
13.001;-0,05;0,03;1,05;0,28;0,46;0,15;
13.001;-0,05;0,03;1,05;0,30;0,47;0,15;
13.002;-0,05;0,03;1,05;0,31;0,47;0,15;
13.002;-0,06;0,03;1,03;0,31;0,47;0,15;
13.002;-0,06;0,03;1,03;0,33;0,47;0,15;
13.002;-0,06;0,03;1,03;0,33;0,47;0,15;
13.003;-0,06;0,03;1,03;0,33;0,48;0,15;
13.003;-0,05;0,03;1,02;0,33;0,48;0,15;
13.005;-0,05;0,03;1,02;0,34;0,49;0,14;
13.006;-0,06;0,03;1,01;0,34;0,49;0,14;
13.01;-0,05;0,03;0,99;0,34;0,49;0,14;
13.011;-0,05;0,03;0,99;0,35;0,49;0,14;
13.012;-0,05;0,03;0,99;0,36;0,48;0,14;
13.012;-0,05;0,03;0,99;0,37;0,48;0,14;
13.012;-0,05;0,03;0,98;0,37;0,48;0,14;
13.012;-0,05;0,03;0,97;0,37;0,48;0,14;
13.016;-0,05;0,03;0,97;0,38;0,47;0,14;
13.016;-0,04;0,03;0,95;0,38;0,47;0,14;
13.018;-0,03;0,03;0,94;0,38;0,47;0,14;
13.018;-0,03;0,03;0,94;0,38;0,45;0,13;
13.02;-0,03;0,03;0,94;0,38;0,44;0,13;
13.02;-0,03;0,03;0,93;0,38;0,44;0,13;
13.022;-0,03;0,03;0,93;0,39;0,43;0,13;
13.022;-0,02;0,04;0,92;0,39;0,43;0,13;
13.025;-0,02;0,04;0,92;0,38;0,42;0,13;
13.025;-0,02;0,04;0,91;0,38;0,42;0,13;
13.027;-0,02;0,04;0,91;0,38;0,40;0,12;
13.028;-0,01;0,04;0,89;0,38;0,40;0,12;
13.029;-0,01;0,04;0,89;0,38;0,39;0,11;
13.03;0,01;0,05;0,88;0,38;0,39;0,11;
13.032;0,01;0,05;0,88;0,38;0,37;0,10;
13.033;0,01;0,06;0,88;0,38;0,37;0,10;
13.035;0,01;0,06;0,88;0,38;0,35;0,09;
13.035;0,02;0,06;0,87;0,38;0,35;0,09;
13.037;0,02;0,06;0,87;0,38;0,33;0,08;
13.037;0,03;0,07;0,86;0,38;0,33;0,08;
13.039;0,03;0,08;0,85;0,38;0,33;0,08;
13.04;0,03;0,08;0,85;0,37;0,30;0,06;
13.042;0,04;0,09;0,85;0,37;0,30;0,06;
13.043;0,04;0,09;0,85;0,38;0,28;0,04;
13.044;0,05;0,09;0,83;0,38;0,28;0,04;
13.046;0,05;0,09;0,83;0,38;0,26;0,03;
13.047;0,05;0,09;0,83;0,38;0,22;0,02;
13.048;0,05;0,10;0,83;0,38;0,22;0,02;
13.051;0,05;0,10;0,83;0,38;0,20;0,00;
13.051;0,06;0,11;0,83;0,38;0,20;0,00;
13.052;0,06;0,11;0,83;0,39;0,16;-0,01;
13.052;0,07;0,11;0,81;0,39;0,16;-0,01;
13.055;0,07;0,11;0,81;0,40;0,13;-0,03;
13.056;0,07;0,11;0,80;0,40;0,13;-0,03;
13.057;0,07;0,11;0,80;0,40;0,11;-0,04;
13.057;0,08;0,12;0,80;0,40;0,11;-0,04;
13.061;0,08;0,12;0,80;0,40;0,08;-0,05;
13.061;0,08;0,12;0,80;0,40;0,08;-0,05;
13.063;0,08;0,12;0,80;0,41;0,05;-0,06;
13.063;0,09;0,13;0,78;0,41;0,05;-0,06;
13.064;0,09;0,13;0,78;0,41;0,03;-0,07;
13.064;0,09;0,13;0,77;0,41;0,03;-0,07;
13.069;0,09;0,13;0,77;0,41;0,02;-0,08;
13.07;0,10;0,14;0,76;0,41;0,02;-0,08;
13.07;0,10;0,14;0,76;0,40;0,01;-0,09;
13.07;0,11;0,15;0,76;0,40;0,01;-0,09;
13.083;0,11;0,15;0,76;0,39;0,00;-0,10;
13.083;0,12;0,15;0,75;0,39;0,00;-0,10;
13.084;0,12;0,15;0,74;0,39;0,00;-0,10;
13.084;0,13;0,15;0,72;0,39;0,00;-0,10;
13.084;0,12;0,15;0,72;0,39;0,00;-0,10;
13.084;0,12;0,15;0,71;0,39;0,00;-0,10;
13.086;0,12;0,15;0,71;0,38;-0,01;-0,10;
13.087;0,12;0,15;0,71;0,37;-0,01;-0,11;
13.087;0,12;0,15;0,71;0,36;0,00;-0,12;
13.087;0,12;0,15;0,71;0,33;0,01;-0,13;
13.087;0,13;0,16;0,70;0,33;0,01;-0,13;
13.088;0,13;0,16;0,70;0,31;0,03;-0,13;
13.088;0,13;0,16;0,70;0,28;0,05;-0,14;
13.088;0,13;0,16;0,69;0,28;0,05;-0,14;
13.09;0,13;0,16;0,69;0,25;0,09;-0,14;
13.091;0,13;0,16;0,69;0,25;0,09;-0,14;
13.092;0,13;0,16;0,69;0,21;0,12;-0,14;
13.093;0,14;0,17;0,68;0,21;0,12;-0,14;
13.094;0,14;0,17;0,68;0,17;0,16;-0,14;
13.094;0,14;0,17;0,67;0,17;0,16;-0,14;
13.096;0,14;0,17;0,67;0,13;0,21;-0,15;
13.096;0,14;0,18;0,67;0,13;0,21;-0,15;
13.099;0,15;0,18;0,68;0,13;0,21;-0,15;
13.1;0,15;0,18;0,68;0,08;0,26;-0,15;
13.103;0,15;0,18;0,68;0,03;0,31;-0,15;
13.104;0,14;0,18;0,69;0,03;0,31;-0,15;
13.107;0,14;0,18;0,69;-0,02;0,36;-0,14;
13.107;0,14;0,18;0,69;-0,07;0,42;-0,14;
13.107;0,14;0,19;0,71;-0,07;0,42;-0,14;
13.108;0,13;0,19;0,73;-0,07;0,42;-0,14;
13.111;0,13;0,19;0,73;-0,12;0,49;-0,14;
13.112;0,12;0,20;0,76;-0,12;0,49;-0,14;
13.116;0,12;0,20;0,76;-0,16;0,55;-0,14;
13.117;0,11;0,19;0,79;-0,16;0,55;-0,14;
13.117;0,09;0,19;0,82;-0,16;0,55;-0,14;
13.118;0,09;0,19;0,82;-0,20;0,60;-0,13;
13.12;0,09;0,19;0,82;-0,23;0,66;-0,13;
13.121;0,07;0,19;0,86;-0,23;0,66;-0,13;
13.123;0,06;0,18;0,89;-0,23;0,66;-0,13;
13.123;0,06;0,18;0,89;-0,25;0,71;-0,12;
13.124;0,06;0,18;0,89;-0,26;0,76;-0,10;
13.124;0,05;0,18;0,93;-0,26;0,76;-0,10;
13.125;0,05;0,18;0,93;-0,26;0,80;-0,09;
13.125;0,04;0,18;0,96;-0,26;0,80;-0,09;
13.128;0,04;0,18;0,96;-0,25;0,83;-0,08;
13.129;0,03;0,18;0,98;-0,25;0,83;-0,08;
13.131;0,03;0,18;0,98;-0,24;0,85;-0,07;
13.132;0,03;0,18;1,01;-0,24;0,85;-0,07;
13.134;0,03;0,18;1,01;-0,21;0,87;-0,06;
13.135;0,02;0,17;1,02;-0,21;0,87;-0,06;
13.136;0,02;0,17;1,02;-0,18;0,87;-0,06;
13.136;0,02;0,17;1,03;-0,18;0,87;-0,06;
13.137;0,01;0,18;1,03;-0,18;0,87;-0,06;
13.138;0,01;0,18;1,03;-0,15;0,86;-0,06;
13.14;0,01;0,18;1,03;-0,12;0,84;-0,06;
13.141;-0,00;0,18;1,03;-0,12;0,84;-0,06;
13.143;-0,00;0,18;1,03;-0,08;0,82;-0,06;
13.143;-0,02;0,18;1,01;-0,08;0,82;-0,06;
13.145;-0,02;0,18;1,01;-0,06;0,77;-0,06;
13.146;-0,02;0,17;0,97;-0,06;0,77;-0,06;
13.149;-0,02;0,17;0,97;-0,05;0,70;-0,06;
13.15;-0,02;0,16;0,94;-0,05;0,70;-0,06;
13.15;-0,02;0,16;0,94;-0,05;0,61;-0,06;
13.151;-0,02;0,14;0,92;-0,05;0,61;-0,06;
13.153;-0,02;0,14;0,92;-0,05;0,52;-0,06;
13.154;-0,02;0,13;0,92;-0,05;0,52;-0,06;
13.155;-0,01;0,13;0,90;-0,05;0,52;-0,06;
13.156;-0,01;0,13;0,90;-0,07;0,45;-0,06;
13.158;-0,01;0,13;0,90;-0,09;0,39;-0,06;
13.158;-0,01;0,13;0,88;-0,09;0,39;-0,06;
13.161;-0,01;0,13;0,88;-0,12;0,33;-0,05;
13.161;-0,01;0,12;0,86;-0,12;0,33;-0,05;
13.173;-0,01;0,12;0,86;-0,16;0,27;-0,05;
13.174;-0,00;0,12;0,84;-0,16;0,27;-0,05;
13.175;-0,00;0,12;0,84;-0,20;0,21;-0,05;
13.175;-0,00;0,12;0,82;-0,20;0,21;-0,05;
13.176;-0,01;0,12;0,81;-0,20;0,21;-0,05;
13.176;-0,01;0,12;0,81;-0,25;0,14;-0,06;
13.177;-0,01;0,12;0,81;-0,30;0,08;-0,05;
13.178;-0,01;0,12;0,82;-0,30;0,08;-0,05;
13.178;-0,01;0,11;0,82;-0,30;0,08;-0,05;
13.179;-0,01;0,11;0,82;-0,36;0,04;-0,05;
13.179;-0,01;0,11;0,82;-0,42;-0,01;-0,05;
13.18;-0,01;0,11;0,82;-0,42;-0,01;-0,05;
13.18;-0,01;0,10;0,83;-0,42;-0,01;-0,05;
13.18;-0,01;0,10;0,83;-0,48;-0,05;-0,05;
13.193;-0,02;0,10;0,85;-0,48;-0,05;-0,05;
13.194;-0,02;0,10;0,85;-0,54;-0,08;-0,04;
13.194;-0,02;0,10;0,87;-0,54;-0,08;-0,04;
13.194;-0,02;0,10;0,87;-0,60;-0,11;-0,03;
13.195;-0,02;0,09;0,89;-0,60;-0,11;-0,03;
13.195;-0,02;0,09;0,89;-0,65;-0,13;-0,03;
13.196;-0,02;0,09;0,91;-0,65;-0,13;-0,03;
13.196;-0,02;0,09;0,91;-0,71;-0,15;-0,02;
13.196;-0,02;0,09;0,91;-0,75;-0,16;-0,01;
13.196;-0,03;0,09;0,94;-0,75;-0,16;-0,01;
13.197;-0,03;0,09;0,96;-0,75;-0,16;-0,01;
13.197;-0,03;0,09;0,96;-0,79;-0,17;0,01;
13.197;-0,03;0,08;0,99;-0,79;-0,17;0,01;
13.198;-0,03;0,08;0,99;-0,82;-0,19;0,02;
13.198;-0,03;0,08;0,99;-0,84;-0,22;0,03;
13.198;-0,03;0,08;1,00;-0,84;-0,22;0,03;
13.201;-0,03;0,08;1,00;-0,86;-0,24;0,05;
13.202;-0,03;0,08;1,03;-0,86;-0,24;0,05;
13.203;-0,03;0,08;1,03;-0,87;-0,26;0,06;
13.203;-0,03;0,08;1,05;-0,87;-0,26;0,06;
13.206;-0,03;0,08;1,05;-0,87;-0,27;0,08;
13.206;-0,02;0,07;1,08;-0,87;-0,27;0,08;
13.208;-0,02;0,07;1,11;-0,87;-0,27;0,08;
13.208;-0,02;0,07;1,11;-0,86;-0,29;0,09;
13.211;-0,02;0,07;1,11;-0,85;-0,30;0,10;
13.211;-0,02;0,08;1,13;-0,85;-0,30;0,10;
13.213;-0,02;0,08;1,13;-0,83;-0,31;0,11;
13.214;-0,02;0,08;1,15;-0,83;-0,31;0,11;
13.216;-0,01;0,07;1,18;-0,83;-0,31;0,11;
13.217;-0,01;0,07;1,18;-0,80;-0,32;0,12;
13.218;-0,01;0,07;1,18;-0,76;-0,31;0,14;
13.218;-0,00;0,07;1,19;-0,76;-0,31;0,14;
13.221;0,00;0,08;1,21;-0,76;-0,31;0,14;
13.221;0,00;0,08;1,21;-0,73;-0,31;0,15;
13.224;0,01;0,07;1,23;-0,73;-0,31;0,15;
13.224;0,01;0,07;1,23;-0,68;-0,31;0,15;
13.228;0,02;0,07;1,23;-0,68;-0,31;0,15;
13.228;0,02;0,07;1,23;-0,63;-0,30;0,16;
13.229;0,02;0,07;1,23;-0,58;-0,29;0,17;
13.229;0,02;0,08;1,23;-0,58;-0,29;0,17;
13.23;0,02;0,08;1,23;-0,52;-0,29;0,18;
13.23;0,03;0,08;1,23;-0,52;-0,29;0,18;
13.233;0,04;0,08;1,23;-0,52;-0,29;0,18;
13.234;0,04;0,08;1,23;-0,46;-0,28;0,19;
13.235;0,04;0,08;1,23;-0,40;-0,26;0,19;
13.236;0,04;0,09;1,23;-0,40;-0,26;0,19;
13.238;0,04;0,09;1,23;-0,34;-0,25;0,19;
13.239;0,05;0,10;1,23;-0,34;-0,25;0,19;
13.241;0,05;0,10;1,23;-0,28;-0,23;0,18;
13.241;0,06;0,10;1,22;-0,28;-0,23;0,18;
13.243;0,06;0,10;1,22;-0,22;-0,20;0,18;
13.243;0,06;0,10;1,22;-0,22;-0,20;0,18;
13.246;0,06;0,10;1,22;-0,17;-0,17;0,17;
13.247;0,07;0,11;1,20;-0,17;-0,17;0,17;
13.25;0,07;0,11;1,20;-0,12;-0,15;0,16;
13.251;0,07;0,11;1,19;-0,12;-0,15;0,16;
13.251;0,07;0,11;1,19;-0,06;-0,12;0,15;
13.252;0,07;0,12;1,17;-0,06;-0,12;0,15;
13.255;0,07;0,12;1,16;-0,06;-0,12;0,15;
13.255;0,07;0,12;1,16;-0,02;-0,10;0,14;
13.258;0,07;0,12;1,14;-0,02;-0,10;0,14;
13.258;0,07;0,12;1,14;0,02;-0,08;0,13;
13.259;0,06;0,12;1,11;0,02;-0,08;0,13;
13.259;0,06;0,12;1,11;0,05;-0,06;0,12;
13.261;0,06;0,12;1,11;0,08;-0,04;0,12;
13.262;0,06;0,13;1,09;0,08;-0,04;0,12;
13.264;0,06;0,13;1,08;0,08;-0,04;0,12;
13.265;0,06;0,13;1,08;0,12;-0,02;0,11;
13.275;0,05;0,14;1,07;0,12;-0,02;0,11;
13.276;0,05;0,14;1,07;0,14;0,01;0,11;
13.276;0,05;0,15;1,06;0,14;0,01;0,11;
13.277;0,05;0,15;1,06;0,15;0,04;0,11;
13.277;0,05;0,15;1,06;0,17;0,07;0,11;
13.278;0,05;0,16;1,03;0,17;0,07;0,11;
13.278;0,05;0,16;1,03;0,18;0,09;0,11;
13.279;0,05;0,16;1,01;0,18;0,09;0,11;
13.279;0,05;0,16;1,01;0,18;0,10;0,11;
13.279;0,05;0,17;0,99;0,18;0,10;0,11;
13.28;0,05;0,18;0,97;0,18;0,10;0,11;
13.28;0,05;0,18;0,97;0,19;0,11;0,11;
13.281;0,05;0,18;0,97;0,19;0,12;0,12;
13.281;0,05;0,18;0,95;0,19;0,12;0,12;
13.295;0,05;0,18;0,95;0,18;0,13;0,12;
13.296;0,04;0,18;0,94;0,18;0,13;0,12;
13.296;0,04;0,18;0,93;0,18;0,13;0,12;
13.296;0,03;0,19;0,91;0,18;0,13;0,12;
13.297;0,03;0,19;0,90;0,18;0,13;0,12;
13.297;0,03;0,19;0,89;0,18;0,13;0,12;
13.297;0,03;0,19;0,89;0,17;0,13;0,11;
13.297;0,03;0,19;0,89;0,15;0,14;0,12;
13.298;0,03;0,19;0,89;0,13;0,14;0,12;
13.298;0,03;0,19;0,89;0,11;0,13;0,12;
13.299;0,03;0,19;0,89;0,08;0,12;0,12;
13.299;0,02;0,19;0,87;0,08;0,12;0,12;
13.299;0,02;0,19;0,87;0,05;0,10;0,13;
13.3;0,01;0,20;0,86;0,05;0,10;0,13;
13.302;0,01;0,20;0,86;0,03;0,07;0,13;
13.303;0,00;0,20;0,86;0,03;0,07;0,13;
13.304;0,00;0,20;0,86;-0,00;0,03;0,14;
13.304;0,00;0,20;0,85;-0,00;0,03;0,14;
